laureate_id,prize_name,prize_country,prize_founding_year,year,session,author,author_country,author_continent,book_title,publisher,notes,attribution_type,decade
L0912,Naoki Prize,Japan,1935,2012,H1,Mizuki Tsujimura,Japan,Asia,Kagi no nai Yume wo Miru (鍵のない夢を見る; lit. I Saw a Dream Without a Key),,,Standard,2010
L0914,Naoki Prize,Japan,1935,2012,H2,Abe Ryutaro,Japan,Asia,Nanimono (何者; lit. Who Is This?) Tohaku (等伯),,Co-laureate,Co-laureate,2010
L0913,Naoki Prize,Japan,1935,2012,H2,Asai Ryo,Japan,Asia,Nanimono (何者; lit. Who Is This?) Tohaku (等伯),,Co-laureate,Co-laureate,2010
L0915,Naoki Prize,Japan,1935,2013,H1,Shino Sakuragi,Japan,Asia,Hotel Royal (ホテルローヤル),,,Standard,2010
L0917,Naoki Prize,Japan,1935,2013,H2,Kaoruko Himeno,Japan,Asia,Renka (恋歌; lit. Love Song) Shōwa no inu (昭和の犬; lit. Dog of Showa),,Co-laureate,Co-laureate,2010
L0916,Naoki Prize,Japan,1935,2013,H2,Makate Asai,Japan,Asia,Renka (恋歌; lit. Love Song) Shōwa no inu (昭和の犬; lit. Dog of Showa),,Co-laureate,Co-laureate,2010
L0918,Naoki Prize,Japan,1935,2014,H1,Hiroyuki Kurokawa,Japan,Asia,Hamon (破門; lit. Expulsion),,,Standard,2010
L0919,Naoki Prize,Japan,1935,2014,H2,Kanako Nishi,Japan,Asia,Saraba! (サラバ!; lit. Farewell!),,,Standard,2010
L0920,Naoki Prize,Japan,1935,2015,H1,Akira Higashiyama,Japan,Asia,Ryu (流),,,Standard,2010
L0921,Naoki Prize,Japan,1935,2015,H2,Bunpei Aoyama,Japan,Asia,Tsuma wo Metorava (つまをめとらば; lit. If You Marry a Wife),,,Standard,2010
L0922,Naoki Prize,Japan,1935,2016,H1,Hiroshi Ogiwara,Japan,Asia,Umi no Mieru Rihatsuten (海の見える理髪店; lit. The Barber Shop with an Ocean View),,,Standard,2010
L0923,Naoki Prize,Japan,1935,2016,H2,Riku Onda,Japan,Asia,Honeybees and Distant Thunder (蜜蜂と遠雷; Mitsubachi to Enrai),,,Standard,2010
L0924,Naoki Prize,Japan,1935,2017,H1,Shogo Sato,Japan,Asia,Tsuki no Michikake (月の満ち欠け; lit. The Waxing and Waning of the Moon),,,Standard,2010
L0925,Naoki Prize,Japan,1935,2017,H2,Yoshinobu Kadoi,Japan,Asia,Gingatetsudo no Chichi (銀河鉄道の父; lit. Father of the Galaxy Railroad),,,Standard,2010
L0926,Naoki Prize,Japan,1935,2018,H1,Rio Shimamoto,Japan,Asia,Fāsuto Rabu (ファーストラヴ; lit. First Love),,,Standard,2010
L0927,Naoki Prize,Japan,1935,2018,H2,Junjō Shindō,Japan,Asia,Takarajima (宝島; lit. Hero's Island),,,Standard,2010
L0928,Naoki Prize,Japan,1935,2019,H1,Masumi Oshima,Japan,Asia,"Uzu Imoseyama Onna Teikin Tamamusubi (渦　妹背山婦女庭訓魂結び, lit. Whirlpool, Husband and Wife Mountains: A Mirror of Virtuous Women, Requiem)",,,Standard,2010
L0929,Naoki Prize,Japan,1935,2019,H2,Soichi Kawagoe,Japan,Asia,"Netsu Gen (熱源, lit. Heat Source)",,,Standard,2010
L0930,Naoki Prize,Japan,1935,2020,H1,Hase Seishū,Japan,Asia,"The Boy and the Dog (少年と犬, Shonen to Inu)",,,Standard,2020
L0931,Naoki Prize,Japan,1935,2020,H2,Naka Saijo,Japan,Asia,Kokoro(ura) sabishi kawa (心（うら）淋し川; lit. Lonely River),,,Standard,2020
L0933,Naoki Prize,Japan,1935,2021,H1,Norikazu Sato,Japan,Asia,"Hoshi ochite, nao (星落ちて、なお; lit. The Stars Have Fallen) Tezcatlipoca (テスカトリポカ)",,Co-laureate,Co-laureate,2020
L0932,Naoki Prize,Japan,1935,2021,H1,Toko Sawada,Japan,Asia,"Hoshi ochite, nao (星落ちて、なお; lit. The Stars Have Fallen) Tezcatlipoca (テスカトリポカ)",,Co-laureate,Co-laureate,2020
L0935,Naoki Prize,Japan,1935,2021,H2,Honobu Yonezawa,Japan,Asia,"Saiō no Tate (塞王の楯; lit. Shield of the Fortress King) The Samurai and the Prisoner (黒牢城, Kokurōjō)",,Co-laureate,Co-laureate,2020
L0934,Naoki Prize,Japan,1935,2021,H2,Shogo Imamura,Japan,Asia,"Saiō no Tate (塞王の楯; lit. Shield of the Fortress King) The Samurai and the Prisoner (黒牢城, Kokurōjō)",,Co-laureate,Co-laureate,2020
L0936,Naoki Prize,Japan,1935,2022,H1,Misumi Kubo,Japan,Asia,Yoru ni Hoshi wo Hanatsu (夜に星を放つ; lit. The Night of Shooting Stars),,,Standard,2020
L0937,Naoki Prize,Japan,1935,2022,H2,Satoshi Ogawa,Japan,Asia,Chizu to Kobushi (地図と拳; lit. Map and Fist) Shirogane no Ha (しろがねの葉; lit. Silver Leaf),,Co-laureate,Co-laureate,2020
L0938,Naoki Prize,Japan,1935,2022,H2,Akane Chihaya,Japan,Asia,Chizu to Kobushi (地図と拳; lit. Map and Fist) Shirogane no Ha (しろがねの葉; lit. Silver Leaf),,Co-laureate,Co-laureate,2020
L0940,Naoki Prize,Japan,1935,2023,H1,Sayako Nagai,Japan,Asia,Gokuraku Seii-taishōgun (極楽征夷大将軍; lit. General of the Paradise) Kobiki-chō no Adauchi (木挽町のあだ討ち; lit. Revenge in Kobikicho),,Co-laureate,Co-laureate,2020
L0939,Naoki Prize,Japan,1935,2023,H1,Ryōsuke Kakine,Japan,Asia,Gokuraku Seii-taishōgun (極楽征夷大将軍; lit. General of the Paradise) Kobiki-chō no Adauchi (木挽町のあだ討ち; lit. Revenge in Kobikicho),,Co-laureate,Co-laureate,2020
L0942,Naoki Prize,Japan,1935,2023,H2,Manabu Makime,Japan,Asia,Tomogui (ともぐい) Hachigatsu no Gosho-ground (八月の御所グラウンド; lit. The Imperial Palace Grounds in August),,Co-laureate,Co-laureate,2020
L0941,Naoki Prize,Japan,1935,2023,H2,Akiko Kawasaki,Japan,Asia,Tomogui (ともぐい) Hachigatsu no Gosho-ground (八月の御所グラウンド; lit. The Imperial Palace Grounds in August),,Co-laureate,Co-laureate,2020
L0943,Naoki Prize,Japan,1935,2024,H1,Michi Ichiho,Japan,Asia,Tsumidemic (ツミデミック),,,Standard,2020
L0944,Naoki Prize,Japan,1935,2024,H2,Shin Iyohara,Japan,Asia,Ai o Tsugu Umi (藍を継ぐ海),,,Standard,2020
L0945,Naoki Prize,Japan,1935,2025,H1,,,,,,No prize awarded,No prize,2020
L0946,Naoki Prize,Japan,1935,2025,H2,Teru Shimazu,Japan,Asia,Cafe no Kaerimichi (カフェーの帰り道),,,Standard,2020
L0363,Nobel Prize in Literature,Sweden,1901,1901,,Sully Prudhomme,France,Europe,,,,Standard,1900
L0364,Nobel Prize in Literature,Sweden,1901,1902,,Theodor Mommsen,Germany,Europe,,,,Standard,1900
L0365,Nobel Prize in Literature,Sweden,1901,1903,,Bjørnstjerne Bjørnson,Norway,Europe,,,,Standard,1900
L0367,Nobel Prize in Literature,Sweden,1901,1904,,José de Echegaray,Spain,Europe,,,Co-laureate,Co-laureate,1900
L0366,Nobel Prize in Literature,Sweden,1901,1904,,Frédéric Mistral,France,Europe,,,,Standard,1900
L0368,Nobel Prize in Literature,Sweden,1901,1905,,Henryk Sienkiewicz,Poland,Europe,,,,Standard,1900
L0369,Nobel Prize in Literature,Sweden,1901,1906,,Giosuè Carducci,Italy,Europe,,,,Standard,1900
L0370,Nobel Prize in Literature,Sweden,1901,1907,,Rudyard Kipling,UK,Europe,,,,Standard,1900
L0371,Nobel Prize in Literature,Sweden,1901,1908,,Rudolf Christoph Eucken,Germany,Europe,,,,Standard,1900
L0372,Nobel Prize in Literature,Sweden,1901,1909,,Selma Lagerlöf,Sweden,Europe,,,,Standard,1900
L0373,Nobel Prize in Literature,Sweden,1901,1910,,Paul Heyse,Germany,Europe,,,,Standard,1910
L0374,Nobel Prize in Literature,Sweden,1901,1911,,Maurice Maeterlinck,Belgium,Europe,,,,Standard,1910
L0375,Nobel Prize in Literature,Sweden,1901,1912,,Gerhart Hauptmann,Germany,Europe,,,,Standard,1910
L0376,Nobel Prize in Literature,Sweden,1901,1913,,Rabindranath Tagore,India,Asia,,,,Standard,1910
L0377,Nobel Prize in Literature,Sweden,1901,1914,,,,,,,No prize awarded,No prize,1910
L0378,Nobel Prize in Literature,Sweden,1901,1915,,Romain Rolland,France,Europe,,,,Standard,1910
L0379,Nobel Prize in Literature,Sweden,1901,1916,,Verner von Heidenstam,Sweden,Europe,,,,Standard,1910
L0381,Nobel Prize in Literature,Sweden,1901,1917,,Henrik Pontoppidan,Denmark,Europe,,,Co-laureate,Co-laureate,1910
L0380,Nobel Prize in Literature,Sweden,1901,1917,,Karl Adolph Gjellerup,Denmark,Europe,,,,Standard,1910
L0382,Nobel Prize in Literature,Sweden,1901,1918,,,,,,,No prize awarded,No prize,1910
L0383,Nobel Prize in Literature,Sweden,1901,1919,,Carl Spitteler,Switzerland,Europe,,,,Standard,1910
L0384,Nobel Prize in Literature,Sweden,1901,1920,,Knut Pedersen Hamsun,Norway,Europe,,,,Standard,1920
L0385,Nobel Prize in Literature,Sweden,1901,1921,,Anatole France,France,Europe,,,,Standard,1920
L0386,Nobel Prize in Literature,Sweden,1901,1922,,Jacinto Benavente,Spain,Europe,,,,Standard,1920
L0387,Nobel Prize in Literature,Sweden,1901,1923,,William Butler Yeats,Ireland,Europe,,,,Standard,1920
L0388,Nobel Prize in Literature,Sweden,1901,1924,,Władysław Stanisław Reymont,Poland,Europe,,,,Standard,1920
L0389,Nobel Prize in Literature,Sweden,1901,1925,,George Bernard Shaw,Ireland,Europe,,,,Standard,1920
L0390,Nobel Prize in Literature,Sweden,1901,1926,,Grazia Deledda,Italy,Europe,,,,Standard,1920
L0391,Nobel Prize in Literature,Sweden,1901,1927,,Henri Bergson,France,Europe,,,,Standard,1920
L0392,Nobel Prize in Literature,Sweden,1901,1928,,Sigrid Undset,Norway,Europe,,,,Standard,1920
L0393,Nobel Prize in Literature,Sweden,1901,1929,,Thomas Mann,Germany,Europe,,,,Standard,1920
L0394,Nobel Prize in Literature,Sweden,1901,1930,,Sinclair Lewis,USA,North America,,,,Standard,1930
L0395,Nobel Prize in Literature,Sweden,1901,1931,,Erik Axel Karlfeldt,Sweden,Europe,,,,Standard,1930
L0396,Nobel Prize in Literature,Sweden,1901,1932,,John Galsworthy,UK,Europe,,,,Standard,1930
L0397,Nobel Prize in Literature,Sweden,1901,1933,,Ivan Bounine,Russia,Europe,,,,Standard,1930
L0398,Nobel Prize in Literature,Sweden,1901,1934,,Luigi Pirandello,Italy,Europe,,,,Standard,1930
L0399,Nobel Prize in Literature,Sweden,1901,1935,,,,,,,No prize awarded,No prize,1930
L0400,Nobel Prize in Literature,Sweden,1901,1936,,Eugene O'Neill,USA,North America,,,,Standard,1930
L0401,Nobel Prize in Literature,Sweden,1901,1937,,Roger Martin du Gard,France,Europe,,,,Standard,1930
L0402,Nobel Prize in Literature,Sweden,1901,1938,,Pearl Buck,USA,North America,,,,Standard,1930
L0403,Nobel Prize in Literature,Sweden,1901,1939,,Frans Emil Sillanpää,Finland,Europe,,,,Standard,1930
L0404,Nobel Prize in Literature,Sweden,1901,1940,,,,,,,No prize awarded,No prize,1940
L0405,Nobel Prize in Literature,Sweden,1901,1944,,Johannes V. Jensen,Denmark,Europe,,,,Standard,1940
L0406,Nobel Prize in Literature,Sweden,1901,1945,,Gabriela Mistral,Chile,South America,,,,Standard,1940
L0407,Nobel Prize in Literature,Sweden,1901,1946,,Hermann Hesse,Germany,Europe,,,,Standard,1940
L0408,Nobel Prize in Literature,Sweden,1901,1947,,André Gide,France,Europe,,,,Standard,1940
L0409,Nobel Prize in Literature,Sweden,1901,1948,,T. S. Eliot,UK,Europe,,,,Standard,1940
L0410,Nobel Prize in Literature,Sweden,1901,1949,,William Faulkner,USA,North America,,,,Standard,1940
L0411,Nobel Prize in Literature,Sweden,1901,1950,,"Bertrand Arthur William, comte Russell",UK,Europe,,,,Standard,1950
L0412,Nobel Prize in Literature,Sweden,1901,1951,,Pär Lagerkvist,Sweden,Europe,,,,Standard,1950
L0413,Nobel Prize in Literature,Sweden,1901,1952,,François Mauriac,France,Europe,,,,Standard,1950
L0414,Nobel Prize in Literature,Sweden,1901,1953,,Winston Leonard Spencer Churchill,UK,Europe,,,,Standard,1950
L0415,Nobel Prize in Literature,Sweden,1901,1954,,Ernest Hemingway,USA,North America,,,,Standard,1950
L0416,Nobel Prize in Literature,Sweden,1901,1955,,Halldór Laxness,Iceland,Europe,,,,Standard,1950
L0417,Nobel Prize in Literature,Sweden,1901,1956,,Juan Ramón Jiménez,Spain,Europe,,,,Standard,1950
L0418,Nobel Prize in Literature,Sweden,1901,1957,,Albert Camus,France,Europe,,,,Standard,1950
L0419,Nobel Prize in Literature,Sweden,1901,1958,,Boris Pasternak,Russia,Europe,,,,Standard,1950
L0420,Nobel Prize in Literature,Sweden,1901,1959,,Salvatore Quasimodo,Italy,Europe,,,,Standard,1950
L0421,Nobel Prize in Literature,Sweden,1901,1960,,Saint-John Perse,France,Europe,,,,Standard,1960
L0422,Nobel Prize in Literature,Sweden,1901,1961,,Ivo Andrić,Serbia,Europe,,,,Standard,1960
L0423,Nobel Prize in Literature,Sweden,1901,1962,,John Steinbeck,USA,North America,,,,Standard,1960
L0424,Nobel Prize in Literature,Sweden,1901,1963,,Georges Séféris,Greece,Europe,,,,Standard,1960
L0425,Nobel Prize in Literature,Sweden,1901,1964,,Jean-Paul Sartre,France,Europe,,,,Standard,1960
L0426,Nobel Prize in Literature,Sweden,1901,1965,,Mikhaïl Cholokhov,Russia,Europe,,,,Standard,1960
L0428,Nobel Prize in Literature,Sweden,1901,1966,,Nelly Sachs,Sweden,Europe,,,Co-laureate,Co-laureate,1960
L0427,Nobel Prize in Literature,Sweden,1901,1966,,Samuel Joseph Agnon,Israel,Asia,,,,Standard,1960
L0429,Nobel Prize in Literature,Sweden,1901,1967,,Miguel Ángel Asturias,Guatemala,South America,,,,Standard,1960
L0430,Nobel Prize in Literature,Sweden,1901,1968,,Yasunari Kawabata,Japan,Asia,,,,Standard,1960
L0431,Nobel Prize in Literature,Sweden,1901,1969,,Samuel Beckett,Ireland,Europe,,,,Standard,1960
L0432,Nobel Prize in Literature,Sweden,1901,1970,,Alexandre Soljenitsyne,Russia,Europe,,,,Standard,1970
L0433,Nobel Prize in Literature,Sweden,1901,1971,,Pablo Neruda,Chile,South America,,,,Standard,1970
L0434,Nobel Prize in Literature,Sweden,1901,1972,,Heinrich Böll,Germany,Europe,,,,Standard,1970
L0435,Nobel Prize in Literature,Sweden,1901,1973,,Patrick White,Australia,Oceania,,,,Standard,1970
L0436,Nobel Prize in Literature,Sweden,1901,1974,,Eyvind Johnson,Sweden,Europe,,,,Standard,1970
L0437,Nobel Prize in Literature,Sweden,1901,1974,,Harry Martinson,Sweden,Europe,,,Co-laureate,Co-laureate,1970
L0438,Nobel Prize in Literature,Sweden,1901,1975,,Eugenio Montale,Italy,Europe,,,,Standard,1970
L0439,Nobel Prize in Literature,Sweden,1901,1976,,Saul Bellow,USA,North America,,,,Standard,1970
L0440,Nobel Prize in Literature,Sweden,1901,1977,,Vicente Aleixandre,Spain,Europe,,,,Standard,1970
L0441,Nobel Prize in Literature,Sweden,1901,1978,,Isaac Bashevis Singer,USA,North America,,,,Standard,1970
L0442,Nobel Prize in Literature,Sweden,1901,1979,,Odysséas Elýtis,Greece,Europe,,,,Standard,1970
L0443,Nobel Prize in Literature,Sweden,1901,1980,,Czesław Miłosz,Poland,Europe,,,,Standard,1980
L0445,Nobel Prize in Literature,Sweden,1901,1981,,Elias Canetti,UK,Europe,,,,Standard,1980
L0447,Nobel Prize in Literature,Sweden,1901,1982,,Gabriel García Márquez,Colombia,South America,,,,Standard,1980
L0448,Nobel Prize in Literature,Sweden,1901,1983,,William Golding,UK,Europe,,,,Standard,1980
L0449,Nobel Prize in Literature,Sweden,1901,1984,,Jaroslav Seifert,Czech Republic,Europe,,,,Standard,1980
L0450,Nobel Prize in Literature,Sweden,1901,1985,,Claude Simon,France,Europe,,,,Standard,1980
L0451,Nobel Prize in Literature,Sweden,1901,1986,,Wole Soyinka,Nigeria,Africa,,,,Standard,1980
L0452,Nobel Prize in Literature,Sweden,1901,1987,,Joseph Brodsky,USA,North America,,,,Standard,1980
L0453,Nobel Prize in Literature,Sweden,1901,1988,,Naguib Mahfouz,Egypt,Africa,,,,Standard,1980
L0454,Nobel Prize in Literature,Sweden,1901,1989,,Camilo José Cela,Spain,Europe,,,,Standard,1980
L0455,Nobel Prize in Literature,Sweden,1901,1990,,Octavio Paz,Mexico,North America,,,,Standard,1990
L0456,Nobel Prize in Literature,Sweden,1901,1991,,Nadine Gordimer,South Africa,Africa,,,,Standard,1990
L0457,Nobel Prize in Literature,Sweden,1901,1992,,Derek Walcott,Saint Lucia,North America,,,,Standard,1990
L0458,Nobel Prize in Literature,Sweden,1901,1993,,Toni Morrison,USA,North America,,,,Standard,1990
L0459,Nobel Prize in Literature,Sweden,1901,1994,,Kenzaburō Ōe,Japan,Asia,,,,Standard,1990
L0460,Nobel Prize in Literature,Sweden,1901,1995,,Seamus Heaney,Ireland,Europe,,,,Standard,1990
L0461,Nobel Prize in Literature,Sweden,1901,1996,,Wisława Szymborska,Poland,Europe,,,,Standard,1990
L0462,Nobel Prize in Literature,Sweden,1901,1997,,Dario Fo,Italy,Europe,,,,Standard,1990
L0463,Nobel Prize in Literature,Sweden,1901,1998,,José Saramago,Portugal,Europe,,,,Standard,1990
L0464,Nobel Prize in Literature,Sweden,1901,1999,,Günter Grass,Germany,Europe,,,,Standard,1990
L0465,Nobel Prize in Literature,Sweden,1901,2000,,Gao Xingjian,France,Europe,,,,Standard,2000
L0466,Nobel Prize in Literature,Sweden,1901,2001,,V. S. Naipaul,UK,Europe,,,,Standard,2000
L0467,Nobel Prize in Literature,Sweden,1901,2002,,Imre Kertész,Hungary,Europe,,,,Standard,2000
L0468,Nobel Prize in Literature,Sweden,1901,2003,,J. M. Coetzee,South Africa,Africa,,,,Standard,2000
L0469,Nobel Prize in Literature,Sweden,1901,2004,,Elfriede Jelinek,Austria,Europe,,,,Standard,2000
L0470,Nobel Prize in Literature,Sweden,1901,2005,,Harold Pinter,UK,Europe,,,,Standard,2000
L0471,Nobel Prize in Literature,Sweden,1901,2006,,Orhan Pamuk,Turkey,Europe,,,,Standard,2000
L0472,Nobel Prize in Literature,Sweden,1901,2007,,Doris Lessing,UK,Europe,,,,Standard,2000
L0473,Nobel Prize in Literature,Sweden,1901,2008,,J. M. G. Le Clézio,France,Europe,,,,Standard,2000
L0475,Nobel Prize in Literature,Sweden,1901,2009,,Herta Müller,Germany,Europe,,,,Standard,2000
L0477,Nobel Prize in Literature,Sweden,1901,2010,,Mario Vargas Llosa,Peru,South America,,,,Standard,2010
L0479,Nobel Prize in Literature,Sweden,1901,2011,,Tomas Tranströmer,Sweden,Europe,,,,Standard,2010
L0480,Nobel Prize in Literature,Sweden,1901,2012,,Mo Yan,China,Asia,,,,Standard,2010
L0481,Nobel Prize in Literature,Sweden,1901,2013,,Alice Munro,Canada,North America,,,,Standard,2010
L0482,Nobel Prize in Literature,Sweden,1901,2014,,Patrick Modiano,France,Europe,,,,Standard,2010
L0483,Nobel Prize in Literature,Sweden,1901,2015,,Svetlana Alexievitch,Belarus,Europe,,,,Standard,2010
L0484,Nobel Prize in Literature,Sweden,1901,2016,,Bob Dylan,USA,North America,,,,Standard,2010
L0485,Nobel Prize in Literature,Sweden,1901,2017,,Kazuo Ishiguro,UK,Europe,,,,Standard,2010
L0486,Nobel Prize in Literature,Sweden,1901,2018,,Olga Tokarczuk,Poland,Europe,,,,Standard,2010
L0487,Nobel Prize in Literature,Sweden,1901,2019,,Peter Handke,Austria,Europe,,,,Standard,2010
L0488,Nobel Prize in Literature,Sweden,1901,2020,,Louise Glück,USA,North America,,,,Standard,2020
L0489,Nobel Prize in Literature,Sweden,1901,2021,,Abdulrazak Gurnah,Tanzania,Africa,,,,Standard,2020
L0490,Nobel Prize in Literature,Sweden,1901,2022,,Annie Ernaux,France,Europe,,,,Standard,2020
L0491,Nobel Prize in Literature,Sweden,1901,2023,,Jon Fosse,Norway,Europe,,,,Standard,2020
L0492,Nobel Prize in Literature,Sweden,1901,2024,,Han Kang,South Korea,Asia,,,,Standard,2020
L0493,Nobel Prize in Literature,Sweden,1901,2025,,László Krasznahorkai,Hungary,Europe,,,,Standard,2020
L0001,Prix Goncourt,France,1903,1903,,John-Antoine Nau,USA,North America,Force ennemie,La Plume,"Franco-américain d'expression française, premier à recevoir le Goncourt",Standard,1900
L0002,Prix Goncourt,France,1903,1904,,Léon Frapié,France,Europe,La Maternelle,Albin Michel,,Standard,1900
L0003,Prix Goncourt,France,1903,1905,,Claude Farrère,France,Europe,Les Civilisés,Paul Ollendorff,,Standard,1900
L0004,Prix Goncourt,France,1903,1906,,Jérôme et Jean Tharaud,France,Europe,"Dingley, l'illustre écrivain",Édouard Pelletan,,Standard,1900
L0005,Prix Goncourt,France,1903,1907,,Émile Moselly,France,Europe,Terres lorraines et  Jean des Brebis ou le Livre de la misère,Plon,Unique cas d'un auteur récompensé pour 2 de ses livres,Standard,1900
L0006,Prix Goncourt,France,1903,1908,,Francis de Miomandre,France,Europe,Écrit sur de l'eau...,"Édition du Feu, puis  Émile-Paul Frères","Élu avec la moitié des voix  face à Jean Viollis qui en eut cinq lui-aussi.  Léon Hennique, président, décida du gagnant.",Standard,1900
L0007,Prix Goncourt,France,1903,1909,,Marius-Ary Leblond,France,Europe,En France,Fasquelle,"Nom de plume de deux cousins, écrivains originaires de La Réunion",Standard,1900
L0008,Prix Goncourt,France,1903,1910,,Louis Pergaud,France,Europe,De Goupil à Margot,Mercure de France,,Standard,1910
L0009,Prix Goncourt,France,1903,1911,,Alphonse de Châteaubriant,France,Europe,Monsieur des Lourdines,Grasset,,Standard,1910
L0010,Prix Goncourt,France,1903,1912,,André Savignon,France,Europe,Filles de la pluie,Grasset,,Standard,1910
L0011,Prix Goncourt,France,1903,1913,,Marc Elder,France,Europe,Le Peuple de la mer,Calmann-Lévy,"Publié chez G. Oudin & Cie, le titre fut repris",Standard,1910
L0012,Prix Goncourt,France,1903,1914,,Adrien Bertrand,France,Europe,L'Appel du sol,Calmann-Lévy,Décerné en 1916,Standard,1910
L0013,Prix Goncourt,France,1903,1915,,René Benjamin,France,Europe,Gaspard,Fayard,,Standard,1910
L0014,Prix Goncourt,France,1903,1916,,Henri Barbusse,France,Europe,Le Feu,Flammarion,,Standard,1910
L0015,Prix Goncourt,France,1903,1917,,Henry Malherbe,France,Europe,La Flamme au poing,Albin Michel,,Standard,1910
L0016,Prix Goncourt,France,1903,1918,,Georges Duhamel,France,Europe,Civilisation,Mercure de France,,Standard,1910
L0017,Prix Goncourt,France,1903,1919,,Marcel Proust,France,Europe,À l'ombre des jeunes filles en fleurs,Gallimard,À la recherche du temps perdu (vol. 2),Standard,1910
L0018,Prix Goncourt,France,1903,1920,,Ernest Pérochon,France,Europe,Nêne,Plon,Publié en 1914 aux éditions Clouzot,Standard,1920
L0019,Prix Goncourt,France,1903,1921,,René Maran,France,Europe,Batouala,Albin Michel,Premier écrivain noir récompensé,Standard,1920
L0020,Prix Goncourt,France,1903,1922,,Henri Béraud,France,Europe,Le Vitriol de Lune et Le Martyre de l'obèse,Albin Michel,,Standard,1920
L0021,Prix Goncourt,France,1903,1923,,Lucien Fabre,France,Europe,Rabevel ou le Mal des ardents,Gallimard,,Standard,1920
L0022,Prix Goncourt,France,1903,1924,,Thierry Sandre,France,Europe,"Le Chèvrefeuille, le Purgatoire, le Chapitre XIII",Gallimard,"Publié à la librairie Edgard Malfère, le titre fut repris",Standard,1920
L0023,Prix Goncourt,France,1903,1925,,Maurice Genevoix,France,Europe,Raboliot,Grasset,,Standard,1920
L0024,Prix Goncourt,France,1903,1926,,Henri Deberly,France,Europe,Le Supplice de Phèdre,Gallimard,,Standard,1920
L0025,Prix Goncourt,France,1903,1927,,Maurice Bedel,France,Europe,Jérôme 60° latitude nord,Gallimard,,Standard,1920
L0026,Prix Goncourt,France,1903,1928,,Maurice Constantin-Weyer,France,Europe,Un homme se penche sur son passé,Rieder,,Standard,1920
L0027,Prix Goncourt,France,1903,1929,,Marcel Arland,France,Europe,L'Ordre,Gallimard,,Standard,1920
L0028,Prix Goncourt,France,1903,1930,,Henri Fauconnier,France,Europe,Malaisie,Stock,,Standard,1930
L0029,Prix Goncourt,France,1903,1931,,Jean Fayard,France,Europe,Mal d'amour,Fayard,,Standard,1930
L0030,Prix Goncourt,France,1903,1932,,Guy Mazeline,France,Europe,Les Loups,Gallimard,Année du Voyage au bout de la nuit de Céline,Standard,1930
L0031,Prix Goncourt,France,1903,1933,,André Malraux,France,Europe,La Condition humaine,Gallimard,,Standard,1930
L0032,Prix Goncourt,France,1903,1934,,Roger Vercel,France,Europe,Capitaine Conan,Albin Michel,,Standard,1930
L0033,Prix Goncourt,France,1903,1935,,Joseph Peyré,France,Europe,Sang et Lumières,Grasset,,Standard,1930
L0034,Prix Goncourt,France,1903,1936,,Maxence Van der Meersch,France,Europe,L'Empreinte du dieu,Albin Michel,,Standard,1930
L0035,Prix Goncourt,France,1903,1937,,Charles Plisnier,Belgium,Europe,Faux passeports,Corrêa,"Auteur belge, premier lauréat étranger",Standard,1930
L0036,Prix Goncourt,France,1903,1938,,Henri Troyat,France,Europe,L'Araigne,Plon,,Standard,1930
L0037,Prix Goncourt,France,1903,1939,,Philippe Hériat,France,Europe,Les Enfants gâtés,Gallimard,,Standard,1930
L0038,Prix Goncourt,France,1903,1940,,Francis Ambrière,France,Europe,Les Grandes vacances[56],Nouvelle France,"Réservé, le prix est attribué en 1946",Standard,1940
L0039,Prix Goncourt,France,1903,1941,,Henri Pourrat,France,Europe,Vent de Mars[57],Gallimard,« Primé sur intervention de Vichy »[58] ; un « Goncourt de Zone libre » a été décerné à Guy des Cars pour L'Officier sans nom[58],Standard,1940
L0040,Prix Goncourt,France,1903,1942,,Marc Bernard,France,Europe,Pareils à des enfants,Gallimard,,Standard,1940
L0041,Prix Goncourt,France,1903,1943,,Marius Grout,France,Europe,Passage de l'homme,Gallimard,Vote effectué par correspondance,Standard,1940
L0042,Prix Goncourt,France,1903,1944,,Elsa Triolet,France,Europe,Le premier accroc coûte deux cents francs,Denoël,Première femme à recevoir le Goncourt,Standard,1940
L0043,Prix Goncourt,France,1903,1945,,Jean-Louis Bory,France,Europe,Mon village à l'heure allemande,Flammarion,,Standard,1940
L0044,Prix Goncourt,France,1903,1946,,Jean-Jacques Gautier,France,Europe,Histoire d'un fait divers,Julliard,,Standard,1940
L0045,Prix Goncourt,France,1903,1947,,Jean-Louis Curtis,France,Europe,Les Forêts de la nuit,Julliard,,Standard,1940
L0046,Prix Goncourt,France,1903,1948,,Maurice Druon,France,Europe,Les Grandes familles,Julliard,,Standard,1940
L0047,Prix Goncourt,France,1903,1949,,Robert Merle,France,Europe,Week-end à Zuydcoote,Gallimard,,Standard,1940
L0048,Prix Goncourt,France,1903,1950,,Paul Colin,France,Europe,Les Jeux sauvages,Gallimard,,Standard,1950
L0049,Prix Goncourt,France,1903,1951,,Julien Gracq,France,Europe,Le Rivage des Syrtes,Corti,Refusé par l'auteur,Standard,1950
L0050,Prix Goncourt,France,1903,1952,,Béatrix Beck,France,Europe,"Léon Morin, prêtre",Gallimard,,Standard,1950
L0051,Prix Goncourt,France,1903,1953,,Pierre Gascar,France,Europe,Les Bêtes,Gallimard,,Standard,1950
