laureate_id,prize_name,prize_country,prize_founding_year,year,session,author,author_country,author_continent,book_title,publisher,notes,attribution_type,decade
L0664,Akutagawa Prize,Japan,1935,2007,H1,Tetsushi Suwa,Japan,Asia,Asatte no Hito (アサッテの人),Gunzō,,Standard,2000
L0665,Akutagawa Prize,Japan,1935,2007,H2,Mieko Kawakami,Japan,Asia,Chichi to Ran (乳と卵),Bungakukai,,Standard,2000
L0666,Akutagawa Prize,Japan,1935,2008,H1,Yang Yi,Japan,Asia,Toki ga Nijimu Asa (時が滲む朝),Bungakukai,,Standard,2000
L0667,Akutagawa Prize,Japan,1935,2008,H2,Kikuko Tsumura,Japan,Asia,Potosu Raimu no Fune (ポトスライムの舟),Gunzō,,Standard,2000
L0668,Akutagawa Prize,Japan,1935,2009,H1,Ken'ichirō Isozaki,Japan,Asia,Tsui no Sumika (終の住処),Shinchō,,Standard,2000
L0669,Akutagawa Prize,Japan,1935,2009,H2,,,,,,No prize awarded,No prize,2000
L0670,Akutagawa Prize,Japan,1935,2010,H1,Akiko Akazome,Japan,Asia,Otome no Mikkoku (乙女の密告),Shinchō,,Standard,2010
L0671,Akutagawa Prize,Japan,1935,2010,H2,Mariko Asabuki,Japan,Asia,Kikotowa (きことわ),Shinchō,Co-laureate,Co-laureate,2010
L0672,Akutagawa Prize,Japan,1935,2010,H2,Kenta Nishimura,Japan,Asia,Kueki Ressha (苦役列車),Shinchō,Co-laureate,Co-laureate,2010
L0673,Akutagawa Prize,Japan,1935,2011,H1,,,,,,No prize awarded,No prize,2010
L0674,Akutagawa Prize,Japan,1935,2011,H2,Toh EnJoe,Japan,Asia,"Harlequin's Butterfly (道化師の蝶, Dōkeshi no Chō)",Gunzō,Co-laureate,Co-laureate,2010
L0675,Akutagawa Prize,Japan,1935,2011,H2,Shinya Tanaka,Japan,Asia,"Cannibals (共喰い, Tomogui)",Subaru [ja],Co-laureate,Co-laureate,2010
L0676,Akutagawa Prize,Japan,1935,2012,H1,Maki Kashimada,Japan,Asia,"Touring the Land of the Dead (冥土めぐり, Meido Meguri)",Bungei,,Standard,2010
L0677,Akutagawa Prize,Japan,1935,2012,H2,Natsuko Kuroda,Japan,Asia,ab Sango (abさんご),Waseda Bungaku [ja],,Standard,2010
L0678,Akutagawa Prize,Japan,1935,2013,H1,Kaori Fujino,Japan,Asia,"Nails and Eyes (爪と目, Tsume to Me)",Shinchō,,Standard,2010
L0679,Akutagawa Prize,Japan,1935,2013,H2,Hiroko Oyamada,Japan,Asia,"The Hole (穴, Ana)",Shinchō,,Standard,2010
L0680,Akutagawa Prize,Japan,1935,2014,H1,Tomoka Shibasaki,Japan,Asia,"Spring Garden (春の庭, Haru no Niwa)",Bungakukai,,Standard,2010
L0681,Akutagawa Prize,Japan,1935,2014,H2,Masatsugu Ono,Japan,Asia,Kyūnenmae no Inori (九年前の祈り),Gunzō,,Standard,2010
L0683,Akutagawa Prize,Japan,1935,2015,H1,Naoki Matayoshi,Japan,Asia,"Spark (火花, Hibana)",Bungakukai,Co-laureate,Co-laureate,2010
L0682,Akutagawa Prize,Japan,1935,2015,H1,Keisuke Hada,Japan,Asia,Sukurappu Ando Birudo (スクラップ・アンド・ビルド),Bungakukai,Co-laureate,Co-laureate,2010
L0685,Akutagawa Prize,Japan,1935,2015,H2,Yukiko Motoya,Japan,Asia,"An Exotic Marriage (異類婚姻譚, Irui Konin Tan)",Gunzō,Co-laureate,Co-laureate,2010
L0684,Akutagawa Prize,Japan,1935,2015,H2,Yūshō Takiguchi,Japan,Asia,Shinde Inai Mono (死んでいない者),Bungakukai,Co-laureate,Co-laureate,2010
L0686,Akutagawa Prize,Japan,1935,2016,H1,Sayaka Murata,Japan,Asia,"Convenience Store Woman (コンビニ人間, Konbini Ningen)",Bungakukai,,Standard,2010
L0687,Akutagawa Prize,Japan,1935,2016,H2,Sumito Yamashita,Japan,Asia,Shinsekai (しんせかい),Shinchō,,Standard,2010
L0688,Akutagawa Prize,Japan,1935,2017,H1,Shinsuke Numata,Japan,Asia,Eiri (影裏),Bungakukai,,Standard,2010
L0690,Akutagawa Prize,Japan,1935,2017,H2,Yūka Ishii,Japan,Asia,"The Mud of a Century (百年泥, Hyakunen Doro)",Shinchō,Co-laureate,Co-laureate,2010
L0689,Akutagawa Prize,Japan,1935,2017,H2,Chisako Wakatake,Japan,Asia,Ora Ora de Hitori Igumo (おらおらでひとりいぐも),Bungei,Co-laureate,Co-laureate,2010
L0691,Akutagawa Prize,Japan,1935,2018,H1,Hiroki Takahashi,Japan,Asia,Okuribi (送り火),Bungakukai,,Standard,2010
L0693,Akutagawa Prize,Japan,1935,2018,H2,Takahiro Ueda,Japan,Asia,Nimuroddo (ニムロッド),Gunzō,Co-laureate,Co-laureate,2010
L0692,Akutagawa Prize,Japan,1935,2018,H2,Ryōhei Machiya,Japan,Asia,1R 1-Pun 34-Byō (1R1分34秒),Shinchō,Co-laureate,Co-laureate,2010
L0694,Akutagawa Prize,Japan,1935,2019,H1,Natsuko Imamura,Japan,Asia,"The Woman in the Purple Skirt (むらさきのスカートの女, Murasaki no Sukāto no Onna)",Shōsetsu Tripper [ja],,Standard,2010
L0695,Akutagawa Prize,Japan,1935,2019,H2,Makoto Furukawa,Japan,Asia,Seitaka Awadachisō (背高泡立草),Subaru [ja],,Standard,2010
L0697,Akutagawa Prize,Japan,1935,2020,H1,Haneko Takayama,Japan,Asia,Shuri no Uma (首里の馬),Shinchō,Co-laureate,Co-laureate,2020
L0696,Akutagawa Prize,Japan,1935,2020,H1,Haruka Tono,Japan,Asia,Hakyoku (破局),Bungei,Co-laureate,Co-laureate,2020
L0698,Akutagawa Prize,Japan,1935,2020,H2,Rin Usami,Japan,Asia,"Idol, Burning (推し、燃ゆ, Oshi, Moyu)",Bungei,,Standard,2020
L0700,Akutagawa Prize,Japan,1935,2021,H1,Mai Ishizawa,Japan,Asia,"The Place of Shells (貝に続く場所にて, Kai ni tsudzuku basho nite)",Gunzō,Co-laureate,Co-laureate,2020
L0699,Akutagawa Prize,Japan,1935,2021,H1,Li Kotomi,Japan,Asia,Higanbana ga saku shima (彼岸花が咲く島),Bungakukai,Co-laureate,Co-laureate,2020
L0701,Akutagawa Prize,Japan,1935,2021,H2,Bunji Sunakawa,Japan,Asia,Black Box (ブラックボックス),Gunzō,,Standard,2020
L0702,Akutagawa Prize,Japan,1935,2022,H1,Junko Takase,Japan,Asia,"May You Have Delicious Meals (おいしいごはんが食べられますように, Oishii Gohan ga Taberaremasuyōni)",Gunzō,,Standard,2020
L0703,Akutagawa Prize,Japan,1935,2022,H2,Iko Idogawa,Japan,Asia,Kono Yo no Yorokobi yo (この世の喜びよ),Gunzō,Co-laureate,Co-laureate,2020
L0704,Akutagawa Prize,Japan,1935,2022,H2,Atsushi Satō,Japan,Asia,Arechi no Kazoku (荒地の家族),Shinchō,Co-laureate,Co-laureate,2020
L0705,Akutagawa Prize,Japan,1935,2023,H1,Saou Ichikawa,Japan,Asia,"Hunchback (ハンチバック, Hunchback)",Bungei,,Standard,2020
L0706,Akutagawa Prize,Japan,1935,2023,H2,Rie Kudan,Japan,Asia,"Sympathy Tokyo Tower (東京都同情塔, Tokyō-to Dōjō-tō)",Shinchō,,Standard,2020
L0707,Akutagawa Prize,Japan,1935,2024,H1,Aki Asahina,Japan,Asia,Sanshōuo no Shijūkunichi (サンショウウオの四十九日),Shinchō,Co-laureate,Co-laureate,2020
L0708,Akutagawa Prize,Japan,1935,2024,H1,Sanzō K. Matsunaga,Japan,Asia,Bari Sankō (バリ山行),Gunzō,Co-laureate,Co-laureate,2020
L0709,Akutagawa Prize,Japan,1935,2024,H2,Jose Ando,Japan,Asia,Dtopia,Bungei,Co-laureate,Co-laureate,2020
L0710,Akutagawa Prize,Japan,1935,2024,H2,Yuui Suzuki,Japan,Asia,Goethe wa Subete o Itta (ゲーテはすべてを言った),Shōsetsu Tripper,Co-laureate,Co-laureate,2020
L0711,Akutagawa Prize,Japan,1935,2025,H1,,,,,,No prize awarded,No prize,2020
L0712,Akutagawa Prize,Japan,1935,2025,H2,Makoto Toriyama,Japan,Asia,Toki no Ie (時の家),Kodansha,Co-laureate,Co-laureate,2020
L0713,Akutagawa Prize,Japan,1935,2025,H2,Ushio Hatakeyama,Japan,Asia,Sakebi (叫び),Shinchō,Co-laureate,Co-laureate,2020
L0224,Booker Prize,UK,1969,1969,,P. H. Newby,UK,Europe,Something to Answer For,,,Standard,1960
L0225,Booker Prize,UK,1969,1970,,Bernice Rubens,UK,Europe,The Elected Member,,,Standard,1970
L0226,Booker Prize,UK,1969,1971,,V. S. Naipaul,UK,Europe,In a Free State,,,Standard,1970
L0227,Booker Prize,UK,1969,1972,,John Berger,UK,Europe,G.,,,Standard,1970
L0228,Booker Prize,UK,1969,1973,,J. G. Farrell,UK,Europe,The Siege of Krishnapur,,,Standard,1970
L0229,Booker Prize,UK,1969,1974,,Nadine Gordimer,South Africa,Africa,The Conservationist,,,Standard,1970
L0230,Booker Prize,UK,1969,1974,,Stanley Middleton,UK,Europe,Holiday,,,Standard,1970
L0231,Booker Prize,UK,1969,1975,,Ruth Prawer Jhabvala,UK,Europe,Heat and Dust,,,Standard,1970
L0232,Booker Prize,UK,1969,1976,,David Storey,UK,Europe,Saville,,,Standard,1970
L0233,Booker Prize,UK,1969,1977,,Paul Scott,UK,Europe,Staying On,,,Standard,1970
L0234,Booker Prize,UK,1969,1978,,Iris Murdoch,UK,Europe,"The Sea, the Sea",,,Standard,1970
L0235,Booker Prize,UK,1969,1979,,Penelope Fitzgerald,UK,Europe,Offshore,,,Standard,1970
L0236,Booker Prize,UK,1969,1980,,William Golding,UK,Europe,Rites of Passage,,,Standard,1980
L0237,Booker Prize,UK,1969,1981,,Salman Rushdie,UK,Europe,Midnight's Children,,,Standard,1980
L0238,Booker Prize,UK,1969,1982,,Thomas Keneally,Australia,Oceania,Schindler's Ark,,,Standard,1980
L0239,Booker Prize,UK,1969,1983,,J. M. Coetzee,South Africa,Africa,Life & Times of Michael K,,,Standard,1980
L0240,Booker Prize,UK,1969,1984,,Anita Brookner,UK,Europe,Hotel du Lac,,,Standard,1980
L0241,Booker Prize,UK,1969,1985,,Keri Hulme,New Zealand,Oceania,The Bone People,,,Standard,1980
L0242,Booker Prize,UK,1969,1986,,Kingsley Amis,UK,Europe,The Old Devils,,,Standard,1980
L0243,Booker Prize,UK,1969,1987,,Penelope Lively,UK,Europe,Moon Tiger,,,Standard,1980
L0244,Booker Prize,UK,1969,1988,,Peter Carey,Australia,Oceania,Oscar and Lucinda,,,Standard,1980
L0245,Booker Prize,UK,1969,1989,,Kazuo Ishiguro,UK,Europe,The Remains of the Day,,,Standard,1980
L0246,Booker Prize,UK,1969,1990,,A. S. Byatt,UK,Europe,Possession,,,Standard,1990
L0247,Booker Prize,UK,1969,1991,,Ben Okri,Nigeria,Africa,The Famished Road,,,Standard,1990
L0248,Booker Prize,UK,1969,1992,,Michael Ondaatje,Canada,North America,The English Patient,,,Standard,1990
L0249,Booker Prize,UK,1969,1992,,Barry Unsworth,UK,Europe,Sacred Hunger,,,Standard,1990
L0250,Booker Prize,UK,1969,1993,,Roddy Doyle,Ireland,Europe,Paddy Clarke Ha Ha Ha,,,Standard,1990
L0251,Booker Prize,UK,1969,1994,,James Kelman,UK,Europe,"How Late It Was, How Late",,,Standard,1990
L0252,Booker Prize,UK,1969,1995,,Pat Barker,UK,Europe,The Ghost Road,,,Standard,1990
L0253,Booker Prize,UK,1969,1996,,Graham Swift,UK,Europe,Last Orders,,,Standard,1990
L0254,Booker Prize,UK,1969,1997,,Arundhati Roy,India,Asia,The God of Small Things,,,Standard,1990
L0255,Booker Prize,UK,1969,1998,,Ian McEwan,UK,Europe,Amsterdam,,,Standard,1990
L0256,Booker Prize,UK,1969,1999,,J. M. Coetzee,South Africa,Africa,Disgrace,,,Standard,1990
L0257,Booker Prize,UK,1969,2000,,Margaret Atwood,Canada,North America,The Blind Assassin,,,Standard,2000
L0258,Booker Prize,UK,1969,2001,,Peter Carey,Australia,Oceania,True History of the Kelly Gang,,,Standard,2000
L0259,Booker Prize,UK,1969,2002,,Yann Martel,Canada,North America,Life of Pi,,,Standard,2000
L0260,Booker Prize,UK,1969,2003,,DBC Pierre,Australia,Oceania,Vernon God Little,,,Standard,2000
L0261,Booker Prize,UK,1969,2004,,Alan Hollinghurst,UK,Europe,The Line of Beauty,,,Standard,2000
L0262,Booker Prize,UK,1969,2005,,John Banville,Ireland,Europe,The Sea,,,Standard,2000
L0263,Booker Prize,UK,1969,2006,,Kiran Desai,India,Asia,The Inheritance of Loss,,,Standard,2000
L0264,Booker Prize,UK,1969,2007,,Anne Enright,Ireland,Europe,The Gathering,,,Standard,2000
L0265,Booker Prize,UK,1969,2008,,Aravind Adiga,India,Asia,The White Tiger,,,Standard,2000
L0266,Booker Prize,UK,1969,2009,,Hilary Mantel,UK,Europe,Wolf Hall,,,Standard,2000
L0267,Booker Prize,UK,1969,2010,,Howard Jacobson,UK,Europe,The Finkler Question,,,Standard,2010
L0268,Booker Prize,UK,1969,2011,,Julian Barnes,UK,Europe,The Sense of an Ending,,,Standard,2010
L0269,Booker Prize,UK,1969,2012,,Hilary Mantel,UK,Europe,Bring Up the Bodies,,,Standard,2010
L0270,Booker Prize,UK,1969,2013,,Eleanor Catton,New Zealand,Oceania,The Luminaries,,,Standard,2010
L0271,Booker Prize,UK,1969,2014,,Richard Flanagan,Australia,Oceania,The Narrow Road to the Deep North,,,Standard,2010
L0272,Booker Prize,UK,1969,2015,,Marlon James,Jamaica,North America,A Brief History of Seven Killings,,,Standard,2010
L0273,Booker Prize,UK,1969,2016,,Paul Beatty,USA,North America,The Sellout,,,Standard,2010
L0274,Booker Prize,UK,1969,2017,,George Saunders,USA,North America,Lincoln in the Bardo,,,Standard,2010
L0275,Booker Prize,UK,1969,2018,,Anna Burns,UK,Europe,Milkman,,,Standard,2010
L0276,Booker Prize,UK,1969,2019,,Margaret Atwood,Canada,North America,The Testaments,,,Standard,2010
L0277,Booker Prize,UK,1969,2019,,Bernardine Evaristo,UK,Europe,"Girl, Woman, Other",,,Standard,2010
L0278,Booker Prize,UK,1969,2020,,Douglas Stuart,UK,Europe,Shuggie Bain,,,Standard,2020
L0279,Booker Prize,UK,1969,2021,,Damon Galgut,South Africa,Africa,The Promise,,,Standard,2020
L0280,Booker Prize,UK,1969,2022,,Shehan Karunatilaka,Sri Lanka,Asia,The Seven Moons of Maali Almeida,,,Standard,2020
L0281,Booker Prize,UK,1969,2023,,Paul Lynch,Ireland,Europe,Prophet Song,,,Standard,2020
L0282,Booker Prize,UK,1969,2024,,Samantha Harvey,UK,Europe,Orbital,,,Standard,2020
L0283,Booker Prize,UK,1969,2025,,David Szalay,Canada,North America,Flesh,,,Standard,2020
L0714,Naoki Prize,Japan,1935,1935,H1,Matsutarō Kawaguchi,Japan,Asia,"Tsuruhachi Tsurujirō (鶴八鶴次郎), Fūryū Fukagawa Uta (風流深川唄; lit. Song of the Refined Fuka River), Meiji Ichidai Onna (明治一代女; lit. Meiji Era Woman)",,,Standard,1930
L0715,Naoki Prize,Japan,1935,1935,H2,Uko Washio,Japan,Asia,"Yoshinochō Taiheiki (吉野朝太平記; lit. Chronicles of the Yoshino Era of Peace), etc.",,,Standard,1930
L0716,Naoki Prize,Japan,1935,1936,H1,Chōgorō Kaionji,Japan,Asia,"Tenshō Onna Gassen (天正女合戦; lit. Tenshō Women's Battle), Budō Denraiki (武道傳來記, lit. Martial Arts Chronicles)",,,Standard,1930
L0717,Naoki Prize,Japan,1935,1936,H2,Takatarō Kigi,Japan,Asia,Jinsei no Ahō (人生の阿呆; lit. A Fool's Life),,,Standard,1930
L0718,Naoki Prize,Japan,1935,1937,H1,,,,,,No prize awarded,No prize,1930
L0719,Naoki Prize,Japan,1935,1937,H2,Masuji Ibuse,Japan,Asia,"John Manjirō Hyōryūki (ジョン萬次郎漂流記; lit. The Drifting Chronicles of John Manjirō), etc.",,,Standard,1930
L0720,Naoki Prize,Japan,1935,1938,H1,Sotoo Tachibana,Japan,Asia,Narin-denka e no Kaisō (ナリン殿下への回想; lit. Recollections of His Highness Narin),,,Standard,1930
L0721,Naoki Prize,Japan,1935,1938,H2,Tadao Ooike,Japan,Asia,"Kabuto (兜首; lit. Helmet), Akitaguchi no Kyōdai (秋田口の兄弟; lit. The Akitaguchi Siblings)",,,Standard,1930
L0722,Naoki Prize,Japan,1935,1939,H1,,,,,,No prize awarded,No prize,1930
L0723,Naoki Prize,Japan,1935,1939,H2,,,,,,No prize awarded,No prize,1930
L0725,Naoki Prize,Japan,1935,1940,H1,Sensuke Kawachi,Japan,Asia,"Koyubi (小指; lit. Pinky Finger), etc. Gunji Yuubin (軍事郵便; lit. Military Postal Service)",,Co-laureate,Co-laureate,1940
L0724,Naoki Prize,Japan,1935,1940,H1,Chiyo Tsutsumi,Japan,Asia,"Koyubi (小指; lit. Pinky Finger), etc. Gunji Yuubin (軍事郵便; lit. Military Postal Service)",,Co-laureate,Co-laureate,1940
L0726,Naoki Prize,Japan,1935,1940,H2,Genzō Murakami,Japan,Asia,"Kazusa Fudoki (上総風土記), etc.",,,Standard,1940
L0727,Naoki Prize,Japan,1935,1941,H1,Sōjū Kimura,Japan,Asia,Unnan Shubihei (雲南守備兵; lit. Guards of the Southern Clouds),,,Standard,1940
L0728,Naoki Prize,Japan,1935,1941,H2,,,,,,No prize awarded,No prize,1940
L0729,Naoki Prize,Japan,1935,1942,H1,,,,,,No prize awarded,No prize,1940
L0730,Naoki Prize,Japan,1935,1942,H2,Norio Taoka,Japan,Asia,"Gōjō Ichigo (強情いちご; lit. Stubborn Ichigo), etc. Kanyō (寛容; lit. Generosity), etc.",,Co-laureate,Co-laureate,1940
L0731,Naoki Prize,Japan,1935,1942,H2,Takio Kanzaki,Japan,Asia,"Gōjō Ichigo (強情いちご; lit. Stubborn Ichigo), etc. Kanyō (寛容; lit. Generosity), etc.",,Co-laureate,Co-laureate,1940
L0732,Naoki Prize,Japan,1935,1943,H1,,,,,,No prize awarded,No prize,1940
L0733,Naoki Prize,Japan,1935,1943,H2,Sōichi Mori,Japan,Asia,"Yamahata (山畠), Ga to Sasabune (蛾と笹舟; lit. The Moth and the Toy Boat)",,,Standard,1940
L0734,Naoki Prize,Japan,1935,1944,H1,Seizō Okada,Japan,Asia,Nyū Giniya Sangakusen (ニューギニヤ山岳戦; lit. New Guinea Mountain War),,,Standard,1940
L0735,Naoki Prize,Japan,1935,1944,H2,,,,,,No prize awarded,No prize,1940
L0736,Naoki Prize,Japan,1935,1949,H1,Tsuneo Tomita,Japan,Asia,"Omote (面; lit. Face), Irezumi (刺青; lit. Tattoo)",,,Standard,1940
L0737,Naoki Prize,Japan,1935,1949,H2,Katsurō Yamada,Japan,Asia,Umi no Haien (海の廃園; lit. Abandoned Garden of the Sea),,,Standard,1940
L0738,Naoki Prize,Japan,1935,1950,H1,Hidemi Kon,Japan,Asia,Tennō no Bōshi (天皇の帽子; lit. The Emperor's Hat) Shikkō Yūyo (執行猶予; lit. Stay of Execution),,Co-laureate,Co-laureate,1950
L0739,Naoki Prize,Japan,1935,1950,H1,Itoko Koyama,Japan,Asia,Tennō no Bōshi (天皇の帽子; lit. The Emperor's Hat) Shikkō Yūyo (執行猶予; lit. Stay of Execution),,Co-laureate,Co-laureate,1950
L0740,Naoki Prize,Japan,1935,1950,H2,Kazuo Dan,Japan,Asia,Chōgonka (長恨歌; lit. Chōgon Song) Shinsetsu Ishikawa Goemon (真説石川五右衛門; lit. True Theory Ishikawa Goemon),,,Standard,1950
L0741,Naoki Prize,Japan,1935,1951,H1,Keita Genji,Japan,Asia,"Eigoya-san (英語屋さん; lit. Mr. English Shop), Taifū-san (颱風さん; lit. Mr. Typhoon), Gokurōsan (御苦労さん; lit. I Appreciate Your Hard Work)",,,Standard,1950
L0742,Naoki Prize,Japan,1935,1951,H2,Juran Hisao,Japan,Asia,Suzuki Mondo (鈴木主水) Iesu no Ei (イエスの裔; lit. Descendant of Jesus),,Co-laureate,Co-laureate,1950
L0743,Naoki Prize,Japan,1935,1951,H2,Renzaburō Shibata,Japan,Asia,Suzuki Mondo (鈴木主水) Iesu no Ei (イエスの裔; lit. Descendant of Jesus),,Co-laureate,Co-laureate,1950
L0744,Naoki Prize,Japan,1935,1952,H1,Shinji Fujiwara,Japan,Asia,"Tsumina Onna (罪な女; lit. Sinful Woman), etc.",,,Standard,1950
L0745,Naoki Prize,Japan,1935,1952,H2,Nobuyuki Tateno,Japan,Asia,Hanran (叛乱; lit. Insurrection),,,Standard,1950
L0746,Naoki Prize,Japan,1935,1953,H1,,,,,,No prize awarded,No prize,1950
L0747,Naoki Prize,Japan,1935,1953,H2,,,,,,No prize awarded,No prize,1950
L0748,Naoki Prize,Japan,1935,1954,H1,Yorichika Arima,Japan,Asia,Shūshin Miketsushū (終身未決囚; lit. Unconvicted Prisoner For Life),,,Standard,1950
L0749,Naoki Prize,Japan,1935,1954,H2,Haruo Umezaki,Japan,Asia,Boroya no Shunjū (ボロ家の春秋; lit. Spring and Autumn of the Scrap Merchant) Takayasu Inu Monogatari (高安犬物語; lit. Takayasu Dog Story),,Co-laureate,Co-laureate,1950
L0750,Naoki Prize,Japan,1935,1954,H2,Yukio Togawa,Japan,Asia,Boroya no Shunjū (ボロ家の春秋; lit. Spring and Autumn of the Scrap Merchant) Takayasu Inu Monogatari (高安犬物語; lit. Takayasu Dog Story),,Co-laureate,Co-laureate,1950
L0751,Naoki Prize,Japan,1935,1955,H1,,,,,,No prize awarded,No prize,1950
L0752,Naoki Prize,Japan,1935,1955,H2,Jirō Nitta,Japan,Asia,Gōrikiden (強力伝; lit. The Life of A Mountain Carrier) Honkon (香港; lit. Hong Kong),,Co-laureate,Co-laureate,1950
L0753,Naoki Prize,Japan,1935,1955,H2,Eikan Kyū,Japan,Asia,Gōrikiden (強力伝; lit. The Life of A Mountain Carrier) Honkon (香港; lit. Hong Kong),,Co-laureate,Co-laureate,1950
L0754,Naoki Prize,Japan,1935,1956,H1,Norio Nanjō,Japan,Asia,Tōdaiki (燈台鬼; lit. Lighthouse Demon) Kabe no Hana (壁の花; lit. Wallflower),,Co-laureate,Co-laureate,1950
L0755,Naoki Prize,Japan,1935,1956,H1,Kanichi Kon,Japan,Asia,Tōdaiki (燈台鬼; lit. Lighthouse Demon) Kabe no Hana (壁の花; lit. Wallflower),,Co-laureate,Co-laureate,1950
L0757,Naoki Prize,Japan,1935,1956,H2,Miharu Hozumi,Japan,Asia,Ogin-sama (お吟さま) Kachigarasu (勝烏; lit. Victory Crows),,Co-laureate,Co-laureate,1950
L0756,Naoki Prize,Japan,1935,1956,H2,Tōkō Kon,Japan,Asia,Ogin-sama (お吟さま) Kachigarasu (勝烏; lit. Victory Crows),,Co-laureate,Co-laureate,1950
L0758,Naoki Prize,Japan,1935,1957,H1,Masanori Esaki,Japan,Asia,Ruson no Tanima (ルソンの谷間; lit. Valley of the Luzon),,,Standard,1950
L0759,Naoki Prize,Japan,1935,1957,H2,,,,,,No prize awarded,No prize,1950
L0760,Naoki Prize,Japan,1935,1958,H1,Toyoko Yamasaki,Japan,Asia,Hana Noren (花のれん; lit. Flower Shop Sign) Akai Yuki (赤い雪; lit. Red Snow),,Co-laureate,Co-laureate,1950
L0761,Naoki Prize,Japan,1935,1958,H1,Eiji Shinba,Japan,Asia,Hana Noren (花のれん; lit. Flower Shop Sign) Akai Yuki (赤い雪; lit. Red Snow),,Co-laureate,Co-laureate,1950
L0763,Naoki Prize,Japan,1935,1958,H2,Kyō Takigawa,Japan,Asia,Sōkaiya Kinjō (総会屋錦城; lit. Extortionist Kinjō) Ochiru (落ちる; lit. Fall Down),,Co-laureate,Co-laureate,1950
L0762,Naoki Prize,Japan,1935,1958,H2,Saburō Shiroyama,Japan,Asia,Sōkaiya Kinjō (総会屋錦城; lit. Extortionist Kinjō) Ochiru (落ちる; lit. Fall Down),,Co-laureate,Co-laureate,1950
L0765,Naoki Prize,Japan,1935,1959,H1,Yumie Hiraiwa,Japan,Asia,Mabechigawa (馬淵川) Taganeshi (鏨師; lit. Master Engraver),,Co-laureate,Co-laureate,1950
L0764,Naoki Prize,Japan,1935,1959,H1,Kieko Watanabe,Japan,Asia,Mabechigawa (馬淵川) Taganeshi (鏨師; lit. Master Engraver),,Co-laureate,Co-laureate,1950
L0767,Naoki Prize,Japan,1935,1959,H2,Yasuji Toita,Japan,Asia,Fukurō no Shiro (梟の城; Owls' Castle) Danjūrō Seppuku Jiken (團十郎切腹事件; lit. The Danjūrō Seppuku Incident),,Co-laureate,Co-laureate,1950
L0766,Naoki Prize,Japan,1935,1959,H2,Ryōtarō Shiba,Japan,Asia,Fukurō no Shiro (梟の城; Owls' Castle) Danjūrō Seppuku Jiken (團十郎切腹事件; lit. The Danjūrō Seppuku Incident),,Co-laureate,Co-laureate,1950
L0768,Naoki Prize,Japan,1935,1960,H1,Shōtarō Ikenami,Japan,Asia,Sakuran (錯乱; lit. Confusion),,,Standard,1960
L0770,Naoki Prize,Japan,1935,1960,H2,Jūgo Kuroiwa,Japan,Asia,Hagure Nenbutsu (はぐれ念仏; lit. Stray Prayer) Haitoku no Mesu (背徳のメス; lit. Invitation to Corruption),,Co-laureate,Co-laureate,1960
L0769,Naoki Prize,Japan,1935,1960,H2,Daikichi Terauchi,Japan,Asia,Hagure Nenbutsu (はぐれ念仏; lit. Stray Prayer) Haitoku no Mesu (背徳のメス; lit. Invitation to Corruption),,Co-laureate,Co-laureate,1960
L0771,Naoki Prize,Japan,1935,1961,H1,Tsutomu Minakami,Japan,Asia,"The Temple of the Wild Geese (雁の寺, Gan no tera)",,,Standard,1960
L0772,Naoki Prize,Japan,1935,1961,H2,Keiichi Itō,Japan,Asia,Hotaru no Kawa (螢の河; lit. River of Fireflies),,,Standard,1960
L0773,Naoki Prize,Japan,1935,1962,H1,Hisahide Sugimori,Japan,Asia,Tensai to Kyōjin no Aida (天才と狂人の間; lit. Between a Genius and a Madman),,,Standard,1960
L0774,Naoki Prize,Japan,1935,1962,H2,Hitomi Yamaguchi,Japan,Asia,Eburiman-shi no Yūgana Seikatsu (江分利満氏の優雅な生活; lit. The Elegant Lives of the Everyman Family) Koshū no Kishi (孤愁の岸; lit. Lonely Contemplation on the Shore),,Co-laureate,Co-laureate,1960
L0775,Naoki Prize,Japan,1935,1962,H2,Sonoko Sugimoto,Japan,Asia,Eburiman-shi no Yūgana Seikatsu (江分利満氏の優雅な生活; lit. The Elegant Lives of the Everyman Family) Koshū no Kishi (孤愁の岸; lit. Lonely Contemplation on the Shore),,Co-laureate,Co-laureate,1960
L0776,Naoki Prize,Japan,1935,1963,H1,Tokuji Satō,Japan,Asia,Onna no Ikusa (女のいくさ; lit. The Women's War),,,Standard,1960
L0777,Naoki Prize,Japan,1935,1963,H2,Tsuruo Andō,Japan,Asia,Kōdan Honmokutei (巷談本牧亭; lit. Talking about Honmokutei) Chiri no Naka (塵の中; lit. In the Dust),,Co-laureate,Co-laureate,1960
L0778,Naoki Prize,Japan,1935,1963,H2,Yoshie Wada,Japan,Asia,Kōdan Honmokutei (巷談本牧亭; lit. Talking about Honmokutei) Chiri no Naka (塵の中; lit. In the Dust),,Co-laureate,Co-laureate,1960
L0779,Naoki Prize,Japan,1935,1964,H1,,,,,,No prize awarded,No prize,1960
L0781,Naoki Prize,Japan,1935,1964,H2,Atsuko Anzai,Japan,Asia,Enkan (炎環; lit. Ring of Fire) Chanshaoshu no Hanashi (張少子の話; lit. The Story of Zhang Shaozi),,Co-laureate,Co-laureate,1960
